ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT	23	0.7753375004862239	3.8654698529981717	1e-10	6.900000000000001e-8	6.21578947368421e-8	164	tags=61%, list=7%, signal=57%	MT-CO1/MT-ND4/MT-CO3/MT-CYB/MT-ND2/MT-ND1/MT-CO2/MT-ND5/MT-ATP6/MT-ND3/MT-ATP8/MT-ND6/ACO2/COX6A1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS	18	0.8245740228548973	3.6712452051784883	1e-10	6.900000000000001e-8	6.21578947368421e-8	164	tags=72%, list=7%, signal=68%	MT-CO1/MT-ND4/MT-CO3/MT-CYB/MT-ND2/MT-ND1/MT-CO2/MT-ND5/MT-ATP6/MT-ND3/MT-ATP8/MT-ND6/COX6A1
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	16	0.8082154498684303	3.611476523497757	6.492199273113779e-10	2.9864116656323384e-7	2.690276260192061e-7	164	tags=69%, list=7%, signal=65%	MT-CO1/MT-ND4/MT-CO3/MT-CYB/MT-ND2/MT-ND1/MT-CO2/MT-ND5/MT-ND3/MT-ND6/COX6A1
REACTOME_L1CAM_INTERACTIONS	REACTOME_L1CAM_INTERACTIONS	32	0.5544679448677434	3.2220363190085313	1.4525464197534643e-8	5.011285148149452e-6	4.514361372970635e-6	399	tags=59%, list=16%, signal=51%	TUBA1B/AP2B1/ANK2/CD24/NRCAM/ITGAV/EZR/TUBB4B/CHL1/MAPK1/TUBB2A/EGFR/ALCAM/RDX/TUBA1C/SPTBN2/DNM1/DLG4/DLG1
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	32	-0.7106101837578049	-2.206770865526957	1.8990708896175844e-8	5.241435655344533e-6	4.721689938186036e-6	541	tags=72%, list=22%, signal=57%	CXCL2/ADRA2A/XK/OPRL1/NPY1R/CXCL9/CHRM1/ADORA2B/P2RY6/NTSR2/CHRM4/GPR68/ADRB1/ADRA2C/CXCL10/HTR2A/S1PR5/RGR/ADRA1B/NPFFR1/CCKBR/HTR4/UTS2B
REACTOME_GPCR_LIGAND_BINDING	REACTOME_GPCR_LIGAND_BINDING	50	-0.5951297884081789	-1.9616185582164625	3.7508586435162432e-6	8.626974880087359e-4	7.771515891215233e-4	449	tags=56%, list=18%, signal=47%	CXCL2/ADRA2A/XK/OPRL1/WNT3/NPY1R/CXCL9/CHRM1/ADORA2B/P2RY6/NTSR2/CHRM4/GPR68/ADRB1/VIPR1/ADRA2C/DHH/WNT9A/CXCL10/HTR2A/WNT7A/S1PR5/RGR/ADRA1B/NPFFR1/CCKBR/HTR4/UTS2B
REACTOME_SARS_COV_INFECTIONS	REACTOME_SARS_COV_INFECTIONS	20	0.5781589297971046	2.6961153734130985	7.996111366397989e-6	0.001576376240804175	0.0014200612817618084	478	tags=70%, list=19%, signal=57%	HSP90AA1/AP2B1/JAK1/ATP1A3/MAP1LC3B/ATP1B1/VEGFA/RBBP7/CHMP3/SRPK2/ATP1B3/GSK3A/MAGT1/PARP6
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE	15	0.6479331578714865	2.789415749861029	1.2282965520466877e-5	0.0021188115522805364	0.0019087081946936029	236	tags=67%, list=9%, signal=61%	TUBA1B/CALM1/YWHAG/TUBB4B/TUBB2A/VAMP2/YWHAH/RAB10/RAB14/TUBA1C
REACTOME_COMPLEX_I_BIOGENESIS	REACTOME_COMPLEX_I_BIOGENESIS	9	0.7989442627299148	2.6881327619064628	2.0586372532094906e-5	0.003156577121587886	0.002843567948585273	99	tags=67%, list=4%, signal=64%	MT-ND4/MT-ND2/MT-ND1/MT-ND5/MT-ND3/MT-ND6
REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	REACTOME_POTENTIAL_THERAPEUTICS_FOR_SARS	11	0.7175884208292393	2.5804220943401934	3.3157145672236184e-5	0.004169967611546289	0.0037564696790512338	389	tags=73%, list=16%, signal=62%	HSP90AA1/AP2B1/JAK1/ATP1A3/ATP1B1/VEGFA/RBBP7/ATP1B3
